TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC
2023-02-01 00:01:00,0,1.0,-71.7,171.35,4.0,b'2426206704                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:02:00,0,1.0,-71.7,171.35,1.0,b'2426206705                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:03:00,0,1.0,-71.7,171.35,1.0,b'2426206706                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:04:00,0,1.0,-71.7,171.3667,1.0,b'2426206707                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:05:00,0,1.0,-71.7,171.3667,1.0,b'2426206708                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:06:00,0,1.0,-71.7,171.3667,1.0,b'2426206709                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:07:00,0,1.0,-71.7,171.3667,1.0,b'2426206710                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:08:00,0,1.0,-71.7167,171.3667,4.0,b'2426206711                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:09:00,0,1.0,-71.7167,171.3833,1.0,b'2426206712                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:10:00,0,1.0,-71.7167,171.3833,1.0,b'2426206713                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:11:00,0,1.0,-71.7167,171.3833,1.0,b'2426206714                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:12:00,0,1.0,-71.7167,171.3833,1.0,b'2426206715                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:13:00,0,1.0,-71.7167,171.4,1.0,b'2426206716                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:14:00,0,1.0,-71.7167,171.4,1.0,b'2426206717                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:15:00,0,1.0,-71.7167,171.4,1.0,b'2426206718                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:16:00,0,1.0,-71.7333,171.4167,4.0,b'2426206719                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:17:00,0,1.0,-71.7333,171.4167,1.0,b'2426206720                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:18:00,0,1.0,-71.7333,171.4333,1.0,b'2426206721                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:19:00,0,1.0,-71.7333,171.45,1.0,b'2426206722                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:20:00,0,1.0,-71.7333,171.45,1.0,b'2426206723                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:21:00,0,1.0,-71.7333,171.4667,1.0,b'2426206724                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:22:00,0,1.0,-71.7333,171.4667,1.0,b'2426206725                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:23:00,0,1.0,-71.7333,171.4833,1.0,b'2426206726                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:24:00,0,1.0,-71.7333,171.5,1.0,b'2426206727                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:25:00,0,1.0,-71.7333,171.5,1.0,b'2426206728                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:26:00,0,1.0,-71.7333,171.5167,1.0,b'2426206729                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:27:00,0,1.0,-71.7333,171.5167,1.0,b'2426206730                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:28:00,0,1.0,-71.7333,171.5333,1.0,b'2426206731                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:29:00,0,1.0,-71.7333,171.5333,1.0,b'2426206732                      ',b'ZMFR',7.0,0.1,1.0
2023-02-01 00:30:00,0,1.0,-71.75,171.55,4.0,b'2426206733                      ',b'ZMFR',7.0,0.1,1.0
